Batch, Algorithm, Group, Mean, Samples, Variance
293, bandit, test, 0.201481, 10398, 0.160902
294, ab, control, 0.398966, 11798, 0.239812
294, bandit, control, 0.405213, 19069, 0.241028
294, ab, test, 0.197605, 17702, 0.158566
294, bandit, test, 0.201706, 10431, 0.161036
295, ab, control, 0.399392, 11838, 0.239898
295, bandit, control, 0.404820, 19127, 0.240953
295, ab, test, 0.197669, 17762, 0.158605
295, bandit, test, 0.201566, 10473, 0.160952
296, ab, control, 0.399326, 11875, 0.239885
296, bandit, control, 0.404869, 19184, 0.240963
296, ab, test, 0.197924, 17825, 0.158759
296, bandit, test, 0.201407, 10516, 0.160858
297, ab, control, 0.399027, 11919, 0.239825
297, bandit, control, 0.404653, 19256, 0.240921
297, ab, test, 0.197864, 17881, 0.158723
297, bandit, test, 0.201536, 10544, 0.160935
298, ab, control, 0.398645, 11953, 0.239747
298, bandit, control, 0.404763, 19315, 0.240942
298, ab, test, 0.198362, 17947, 0.159023
298, bandit, test, 0.201701, 10585, 0.161033
299, ab, control, 0.398549, 11991, 0.239728
299, bandit, control, 0.404407, 19379, 0.240874
299, ab, test, 0.198234, 18009, 0.158946
299, bandit, test, 0.201958, 10621, 0.161186
300, ab, control, 0.398704, 12039, 0.239759
300, bandit, control, 0.404545, 19449, 0.240901
300, ab, test, 0.198273, 18061, 0.158969
300, bandit, test, 0.202141, 10651, 0.161295
301, ab, control, 0.399205, 12074, 0.239860
301, bandit, control, 0.404540, 19516, 0.240900
301, ab, test, 0.198279, 18126, 0.158973
301, bandit, test, 0.202078, 10684, 0.161257
302, ab, control, 0.399027, 12122, 0.239824
302, bandit, control, 0.404628, 19576, 0.240917
302, ab, test, 0.198372, 18178, 0.159029
302, bandit, test, 0.202723, 10724, 0.161641
303, ab, control, 0.398980, 12161, 0.239815
303, bandit, control, 0.404553, 19634, 0.240902
303, ab, test, 0.198585, 18239, 0.159158
303, bandit, test, 0.202582, 10766, 0.161558
304, ab, control, 0.398820, 12201, 0.239782
304, bandit, control, 0.404854, 19696, 0.240959
304, ab, test, 0.198371, 18299, 0.159029
304, bandit, test, 0.202703, 10804, 0.161629
305, ab, control, 0.398464, 12237, 0.239710
305, bandit, control, 0.405011, 19755, 0.240989
305, ab, test, 0.198279, 18363, 0.158973
305, bandit, test, 0.202674, 10845, 0.161612
306, ab, control, 0.398193, 12283, 0.239655
306, bandit, control, 0.404935, 19818, 0.240975
306, ab, test, 0.198024, 18417, 0.158819
306, bandit, test, 0.202628, 10882, 0.161585
307, ab, control, 0.398376, 12315, 0.239692
307, bandit, control, 0.405010, 19881, 0.240989
307, ab, test, 0.198107, 18485, 0.158869
307, bandit, test, 0.202216, 10919, 0.161340
308, ab, control, 0.398123, 12363, 0.239641
308, bandit, control, 0.404922, 19952, 0.240972
308, ab, test, 0.198198, 18537, 0.158924
308, bandit, test, 0.201772, 10948, 0.161075
309, ab, control, 0.398082, 12407, 0.239632
309, bandit, control, 0.405084, 20023, 0.241003
309, ab, test, 0.198354, 18593, 0.159018
309, bandit, test, 0.201786, 10977, 0.161083
310, ab, control, 0.397496, 12458, 0.239512
310, bandit, control, 0.405066, 20093, 0.241000
310, ab, test, 0.198208, 18642, 0.158930
310, bandit, test, 0.201962, 11007, 0.161188
311, ab, control, 0.397936, 12502, 0.239602
311, bandit, control, 0.405287, 20161, 0.241041
311, ab, test, 0.198577, 18698, 0.159153
311, bandit, test, 0.202373, 11039, 0.161433
312, ab, control, 0.397591, 12538, 0.239532
312, bandit, control, 0.405015, 20219, 0.240990
312, ab, test, 0.198380, 18762, 0.159034
312, bandit, test, 0.202148, 11081, 0.161299
313, ab, control, 0.397916, 12573, 0.239598
313, bandit, control, 0.405207, 20281, 0.241026
313, ab, test, 0.198120, 18827, 0.158877
313, bandit, test, 0.202176, 11119, 0.161316
314, ab, control, 0.397985, 12606, 0.239612
314, bandit, control, 0.404975, 20342, 0.240982
314, ab, test, 0.198158, 18894, 0.158900
314, bandit, test, 0.202366, 11158, 0.161428
315, ab, control, 0.398418, 12645, 0.239700
315, bandit, control, 0.404959, 20407, 0.240979
315, ab, test, 0.197890, 18955, 0.158738
315, bandit, test, 0.202269, 11193, 0.161371
316, ab, control, 0.398802, 12683, 0.239778
316, bandit, control, 0.404691, 20465, 0.240928
316, ab, test, 0.197928, 19017, 0.158761
316, bandit, test, 0.202759, 11235, 0.161662
317, ab, control, 0.399167, 12724, 0.239852
317, bandit, control, 0.404949, 20531, 0.240977
317, ab, test, 0.197945, 19076, 0.158771
317, bandit, test, 0.203035, 11269, 0.161826
318, ab, control, 0.398888, 12768, 0.239795
318, bandit, control, 0.405009, 20602, 0.240988
318, ab, test, 0.197993, 19132, 0.158800
318, bandit, test, 0.202779, 11298, 0.161674
319, ab, control, 0.398782, 12809, 0.239774
319, bandit, control, 0.405323, 20665, 0.241048
319, ab, test, 0.197853, 19191, 0.158716
319, bandit, test, 0.202647, 11335, 0.161595
320, ab, control, 0.398989, 12855, 0.239815
320, bandit, control, 0.405345, 20728, 0.241052
320, ab, test, 0.197922, 19245, 0.158757
320, bandit, test, 0.202691, 11372, 0.161621
321, ab, control, 0.398790, 12894, 0.239775
321, bandit, control, 0.405347, 20797, 0.241052
321, ab, test, 0.197970, 19306, 0.158786
321, bandit, test, 0.202666, 11403, 0.161607
322, ab, control, 0.398624, 12932, 0.239741
322, bandit, control, 0.405359, 20863, 0.241055
322, ab, test, 0.198265, 19368, 0.158964
322, bandit, test, 0.202676, 11437, 0.161612
323, ab, control, 0.398613, 12975, 0.239739
323, bandit, control, 0.405620, 20926, 0.241104
323, ab, test, 0.198353, 19425, 0.159017
323, bandit, test, 0.202458, 11474, 0.161483
324, ab, control, 0.398909, 13013, 0.239799
324, bandit, control, 0.405412, 20991, 0.241065
324, ab, test, 0.198183, 19487, 0.158915
324, bandit, test, 0.202363, 11509, 0.161426
325, ab, control, 0.399219, 13058, 0.239862
325, bandit, control, 0.405395, 21056, 0.241061
325, ab, test, 0.198189, 19542, 0.158918
325, bandit, test, 0.202356, 11544, 0.161422
326, ab, control, 0.399190, 13094, 0.239856
326, bandit, control, 0.405597, 21117, 0.241100
326, ab, test, 0.198052, 19606, 0.158835
326, bandit, test, 0.202452, 11583, 0.161479
327, ab, control, 0.398736, 13134, 0.239764
327, bandit, control, 0.405958, 21182, 0.241167
327, ab, test, 0.198108, 19666, 0.158870
327, bandit, test, 0.202531, 11618, 0.161526
328, ab, control, 0.398285, 13179, 0.239672
328, bandit, control, 0.406125, 21257, 0.241199
328, ab, test, 0.198012, 19721, 0.158811
328, bandit, test, 0.202439, 11643, 0.161471
329, ab, control, 0.398396, 13218, 0.239695
329, bandit, control, 0.405872, 21322, 0.241151
329, ab, test, 0.198109, 19782, 0.158870
329, bandit, test, 0.202346, 11678, 0.161416
330, ab, control, 0.398462, 13266, 0.239708
330, bandit, control, 0.405817, 21384, 0.241141
330, ab, test, 0.198296, 19834, 0.158983
330, bandit, test, 0.202544, 11716, 0.161533
331, ab, control, 0.398797, 13305, 0.239776
331, bandit, control, 0.405717, 21446, 0.241122
331, ab, test, 0.198191, 19895, 0.158919
331, bandit, test, 0.202484, 11754, 0.161498
332, ab, control, 0.398456, 13344, 0.239707
332, bandit, control, 0.405765, 21510, 0.241131
332, ab, test, 0.198236, 19956, 0.158947
332, bandit, test, 0.202375, 11790, 0.161433
333, ab, control, 0.398506, 13385, 0.239717
333, bandit, control, 0.405802, 21577, 0.241138
333, ab, test, 0.198301, 20015, 0.158986
333, bandit, test, 0.202487, 11823, 0.161499
334, ab, control, 0.398763, 13419, 0.239769
334, bandit, control, 0.405666, 21636, 0.241112
334, ab, test, 0.198197, 20081, 0.158923
334, bandit, test, 0.202124, 11864, 0.161284
335, ab, control, 0.398544, 13464, 0.239725
335, bandit, control, 0.405409, 21704, 0.241064
335, ab, test, 0.198153, 20136, 0.158896
335, bandit, test, 0.201917, 11896, 0.161160
336, ab, control, 0.398653, 13508, 0.239746
336, bandit, control, 0.405355, 21776, 0.241053
336, ab, test, 0.198296, 20192, 0.158983
336, bandit, test, 0.201862, 11924, 0.161127
337, ab, control, 0.398717, 13561, 0.239759
337, bandit, control, 0.405428, 21851, 0.241067
337, ab, test, 0.198528, 20239, 0.159122
337, bandit, test, 0.201774, 11949, 0.161075
338, ab, control, 0.398471, 13602, 0.239709
338, bandit, control, 0.405303, 21912, 0.241043
338, ab, test, 0.198739, 20298, 0.159250
338, bandit, test, 0.201618, 11988, 0.160982
339, ab, control, 0.398314, 13645, 0.239678
339, bandit, control, 0.405223, 21978, 0.241028
339, ab, test, 0.199017, 20355, 0.159417
339, bandit, test, 0.201630, 12022, 0.160989
340, ab, control, 0.398261, 13687, 0.239667
340, bandit, control, 0.405280, 22044, 0.241039
340, ab, test, 0.198991, 20413, 0.159401
340, bandit, test, 0.201642, 12056, 0.160996
341, ab, control, 0.398280, 13724, 0.239671
341, bandit, control, 0.405074, 22112, 0.241000
341, ab, test, 0.199013, 20476, 0.159415
341, bandit, test, 0.201688, 12088, 0.161023
342, ab, control, 0.398155, 13766, 0.239645
342, bandit, control, 0.404924, 22177, 0.240971
342, ab, test, 0.198890, 20534, 0.159340
342, bandit, test, 0.201765, 12123, 0.161069
343, ab, control, 0.398552, 13810, 0.239726
343, bandit, control, 0.405017, 22246, 0.240989
343, ab, test, 0.198834, 20590, 0.159307
343, bandit, test, 0.201991, 12154, 0.161204
344, ab, control, 0.398527, 13851, 0.239721
344, bandit, control, 0.404742, 22313, 0.240937
344, ab, test, 0.198944, 20649, 0.159373
344, bandit, test, 0.202265, 12187, 0.161367
345, ab, control, 0.398560, 13885, 0.239727
345, bandit, control, 0.404774, 22373, 0.240943
345, ab, test, 0.199035, 20715, 0.159427
345, bandit, test, 0.202257, 12227, 0.161362
346, ab, control, 0.398506, 13927, 0.239716
346, bandit, control, 0.404304, 22446, 0.240853
346, ab, test, 0.199201, 20773, 0.159528
346, bandit, test, 0.202301, 12254, 0.161389
347, ab, control, 0.398840, 13968, 0.239784
347, bandit, control, 0.404194, 22509, 0.240832
347, ab, test, 0.199213, 20832, 0.159535
347, bandit, test, 0.202506, 12291, 0.161510
348, ab, control, 0.398659, 14017, 0.239747
348, bandit, control, 0.404340, 22580, 0.240860
348, ab, test, 0.198966, 20883, 0.159386
348, bandit, test, 0.202516, 12320, 0.161517
349, ab, control, 0.398435, 14060, 0.239702
349, bandit, control, 0.404266, 22646, 0.240846
349, ab, test, 0.199093, 20940, 0.159462
349, bandit, test, 0.202364, 12354, 0.161426
350, ab, control, 0.398837, 14101, 0.239783
350, bandit, control, 0.404218, 22713, 0.240836
350, ab, test, 0.199057, 20999, 0.159441
350, bandit, test, 0.202228, 12387, 0.161345
351, ab, control, 0.398500, 14133, 0.239715
351, bandit, control, 0.404225, 22767, 0.240838
351, ab, test, 0.198984, 21067, 0.159397
351, bandit, test, 0.202123, 12433, 0.161282
352, ab, control, 0.398476, 14174, 0.239710
352, bandit, control, 0.403863, 22832, 0.240768
352, ab, test, 0.199139, 21126, 0.159490
352, bandit, test, 0.202278, 12468, 0.161374
353, ab, control, 0.398325, 14212, 0.239679
353, bandit, control, 0.403634, 22892, 0.240724
353, ab, test, 0.199311, 21188, 0.159594
353, bandit, test, 0.202510, 12508, 0.161513
354, ab, control, 0.397882, 14258, 0.239589
354, bandit, control, 0.403650, 22958, 0.240727
354, ab, test, 0.199322, 21242, 0.159600
354, bandit, test, 0.202280, 12542, 0.161376
355, ab, control, 0.397791, 14304, 0.239570
355, bandit, control, 0.403804, 23026, 0.240757
355, ab, test, 0.199474, 21296, 0.159692
355, bandit, test, 0.202481, 12574, 0.161495
356, ab, control, 0.398034, 14343, 0.239620
356, bandit, control, 0.403465, 23090, 0.240691
356, ab, test, 0.199466, 21357, 0.159687
356, bandit, test, 0.202141, 12610, 0.161293
357, ab, control, 0.398178, 14378, 0.239649
357, bandit, control, 0.403430, 23149, 0.240685
357, ab, test, 0.199421, 21422, 0.159660
357, bandit, test, 0.202118, 12651, 0.161279
358, ab, control, 0.398252, 14418, 0.239664
358, bandit, control, 0.403333, 23219, 0.240666
358, ab, test, 0.199190, 21482, 0.159521
358, bandit, test, 0.201956, 12681, 0.161182
359, ab, control, 0.398063, 14455, 0.239625
359, bandit, control, 0.403488, 23282, 0.240696
359, ab, test, 0.199025, 21545, 0.159422
359, bandit, test, 0.201761, 12718, 0.161066
360, ab, control, 0.398055, 14498, 0.239624
360, bandit, control, 0.403384, 23345, 0.240676
360, ab, test, 0.199009, 21602, 0.159412
360, bandit, test, 0.201568, 12755, 0.160951
361, ab, control, 0.398211, 14535, 0.239656
361, bandit, control, 0.403427, 23402, 0.240684
361, ab, test, 0.198892, 21665, 0.159341
361, bandit, test, 0.201672, 12798, 0.161013
362, ab, control, 0.397723, 14583, 0.239556
362, bandit, control, 0.403367, 23465, 0.240672
362, ab, test, 0.198876, 21717, 0.159332
362, bandit, test, 0.201714, 12835, 0.161038
363, ab, control, 0.397675, 14625, 0.239546
363, bandit, control, 0.403153, 23532, 0.240631
363, ab, test, 0.198806, 21775, 0.159289
363, bandit, test, 0.201585, 12868, 0.160961
364, ab, control, 0.397585, 14661, 0.239528
364, bandit, control, 0.403119, 23596, 0.240624
364, ab, test, 0.198910, 21839, 0.159352
364, bandit, test, 0.201798, 12904, 0.161088
365, ab, control, 0.397497, 14702, 0.239509
365, bandit, control, 0.403188, 23654, 0.240638
365, ab, test, 0.198694, 21898, 0.159222
365, bandit, test, 0.201375, 12946, 0.160835
366, ab, control, 0.397234, 14752, 0.239455
366, bandit, control, 0.403203, 23725, 0.240641
366, ab, test, 0.198742, 21948, 0.159251
366, bandit, test, 0.201387, 12975, 0.160843
367, ab, control, 0.397173, 14787, 0.239443
367, bandit, control, 0.402893, 23783, 0.240580
367, ab, test, 0.198837, 22013, 0.159308
367, bandit, test, 0.201352, 13017, 0.160822
368, ab, control, 0.397342, 14821, 0.239477
368, bandit, control, 0.403012, 23838, 0.240603
368, ab, test, 0.198696, 22079, 0.159223
368, bandit, test, 0.201271, 13062, 0.160773
369, ab, control, 0.397201, 14864, 0.239449
369, bandit, control, 0.402879, 23898, 0.240578
369, ab, test, 0.198816, 22136, 0.159296
369, bandit, test, 0.201191, 13102, 0.160725
370, ab, control, 0.397451, 14905, 0.239500
370, bandit, control, 0.402729, 23964, 0.240548
370, ab, test, 0.198874, 22195, 0.159330
370, bandit, test, 0.201127, 13136, 0.160687
371, ab, control, 0.397470, 14942, 0.239504
371, bandit, control, 0.402755, 24027, 0.240553
371, ab, test, 0.199119, 22258, 0.159478
371, bandit, test, 0.201169, 13173, 0.160712
372, ab, control, 0.397491, 14984, 0.239508
372, bandit, control, 0.402474, 24091, 0.240499
372, ab, test, 0.199229, 22316, 0.159544
372, bandit, test, 0.201302, 13209, 0.160792
373, ab, control, 0.397617, 15022, 0.239534
373, bandit, control, 0.402633, 24156, 0.240530
373, ab, test, 0.199303, 22378, 0.159588
373, bandit, test, 0.201601, 13244, 0.160970
374, ab, control, 0.397915, 15061, 0.239595
374, bandit, control, 0.402725, 24220, 0.240548
374, ab, test, 0.199385, 22439, 0.159638
374, bandit, test, 0.201732, 13280, 0.161048
375, ab, control, 0.397867, 15098, 0.239585
375, bandit, control, 0.402661, 24281, 0.240535
375, ab, test, 0.199493, 22502, 0.159703
375, bandit, test, 0.201592, 13319, 0.160965
376, ab, control, 0.397886, 15135, 0.239588
376, bandit, control, 0.402719, 24347, 0.240546
376, ab, test, 0.199557, 22565, 0.159741
376, bandit, test, 0.201528, 13353, 0.160926
377, ab, control, 0.397983, 15169, 0.239608
377, bandit, control, 0.402720, 24414, 0.240546
377, ab, test, 0.199417, 22631, 0.159657
377, bandit, test, 0.201778, 13386, 0.161076
378, ab, control, 0.397936, 15211, 0.239599
378, bandit, control, 0.402900, 24480, 0.240581
378, ab, test, 0.199304, 22689, 0.159589
378, bandit, test, 0.201490, 13420, 0.160904
379, ab, control, 0.397900, 15240, 0.239591
379, bandit, control, 0.403040, 24541, 0.240609
379, ab, test, 0.198902, 22760, 0.159347
379, bandit, test, 0.202021, 13459, 0.161220
380, ab, control, 0.397920, 15287, 0.239595
380, bandit, control, 0.403096, 24612, 0.240619
380, ab, test, 0.198922, 22813, 0.159359
380, bandit, test, 0.201957, 13488, 0.161182
381, ab, control, 0.398069, 15329, 0.239626
381, bandit, control, 0.403015, 24679, 0.240604
381, ab, test, 0.198986, 22871, 0.159397
381, bandit, test, 0.201982, 13521, 0.161197
382, ab, control, 0.397854, 15380, 0.239582
382, bandit, control, 0.403014, 24751, 0.240603
382, ab, test, 0.199127, 22920, 0.159483
382, bandit, test, 0.202229, 13549, 0.161344
383, ab, control, 0.397547, 15412, 0.239519
383, bandit, control, 0.403031, 24807, 0.240607
383, ab, test, 0.199060, 22988, 0.159442
383, bandit, test, 0.202604, 13593, 0.161568
384, ab, control, 0.397657, 15448, 0.239541
384, bandit, control, 0.403081, 24866, 0.240616
384, ab, test, 0.199028, 23052, 0.159423
384, bandit, test, 0.202582, 13634, 0.161554
385, ab, control, 0.397816, 15477, 0.239574
385, bandit, control, 0.402922, 24918, 0.240585
385, ab, test, 0.199196, 23123, 0.159524
385, bandit, test, 0.202748, 13682, 0.161653
386, ab, control, 0.398016, 15522, 0.239615
386, bandit, control, 0.403115, 24978, 0.240623
386, ab, test, 0.199111, 23178, 0.159473
386, bandit, test, 0.202813, 13722, 0.161692
387, ab, control, 0.398497, 15571, 0.239713
387, bandit, control, 0.403226, 25048, 0.240644
387, ab, test, 0.198975, 23229, 0.159391
387, bandit, test, 0.202589, 13752, 0.161558
388, ab, control, 0.398270, 15610, 0.239666
388, bandit, control, 0.403282, 25109, 0.240655
388, ab, test, 0.199184, 23290, 0.159517
388, bandit, test, 0.202668, 13791, 0.161606
389, ab, control, 0.398250, 15656, 0.239662
389, bandit, control, 0.403496, 25175, 0.240696
389, ab, test, 0.199280, 23344, 0.159575
389, bandit, test, 0.202893, 13825, 0.161739
390, ab, control, 0.398433, 15699, 0.239699
390, bandit, control, 0.403447, 25240, 0.240687
390, ab, test, 0.199222, 23401, 0.159540
390, bandit, test, 0.202742, 13860, 0.161649
391, ab, control, 0.398424, 15737, 0.239698
391, bandit, control, 0.403604, 25307, 0.240717
391, ab, test, 0.199591, 23463, 0.159761
391, bandit, test, 0.202764, 13893, 0.161662
392, ab, control, 0.398681, 15772, 0.239750
392, bandit, control, 0.403634, 25372, 0.240723
392, ab, test, 0.199592, 23528, 0.159762
392, bandit, test, 0.202613, 13928, 0.161573
393, ab, control, 0.398747, 15807, 0.239763
393, bandit, control, 0.403680, 25436, 0.240732
393, ab, test, 0.199720, 23593, 0.159839
393, bandit, test, 0.202592, 13964, 0.161560
394, ab, control, 0.398524, 15856, 0.239718
394, bandit, control, 0.403701, 25509, 0.240736
394, ab, test, 0.200008, 23644, 0.160012
394, bandit, test, 0.202487, 13991, 0.161498
395, ab, control, 0.398653, 15891, 0.239744
395, bandit, control, 0.403558, 25575, 0.240708
395, ab, test, 0.200051, 23709, 0.160037
395, bandit, test, 0.202353, 14025, 0.161418
396, ab, control, 0.398556, 15930, 0.239724
396, bandit, control, 0.403628, 25635, 0.240722
396, ab, test, 0.200042, 23770, 0.160032
396, bandit, test, 0.202275, 14065, 0.161371
397, ab, control, 0.398372, 15970, 0.239687
397, bandit, control, 0.403501, 25705, 0.240697
397, ab, test, 0.200210, 23830, 0.160133
397, bandit, test, 0.202412, 14095, 0.161453
398, ab, control, 0.398376, 16005, 0.239687
398, bandit, control, 0.403726, 25765, 0.240741
398, ab, test, 0.200084, 23895, 0.160057
398, bandit, test, 0.202476, 14135, 0.161491
399, ab, control, 0.398716, 16039, 0.239756
399, bandit, control, 0.403446, 25825, 0.240687
399, ab, test, 0.200242, 23961, 0.160152
399, bandit, test, 0.202469, 14175, 0.161487
400, ab, control, 0.398508, 16085, 0.239714
400, bandit, control, 0.403662, 25888, 0.240728
400, ab, test, 0.200291, 24015, 0.160181
400, bandit, test, 0.202646, 14212, 0.161592
401, ab, control, 0.398784, 16119, 0.239770
401, bandit, control, 0.403391, 25950, 0.240676
401, ab, test, 0.200490, 24081, 0.160300
401, bandit, test, 0.202877, 14250, 0.161729
402, ab, control, 0.398886, 16155, 0.239791
402, bandit, control, 0.403621, 26017, 0.240720
402, ab, test, 0.200621, 24145, 0.160379
402, bandit, test, 0.202689, 14283, 0.161617
403, ab, control, 0.399012, 16195, 0.239816
403, bandit, control, 0.403881, 26077, 0.240770
403, ab, test, 0.200785, 24205, 0.160477
403, bandit, test, 0.202821, 14323, 0.161696
404, ab, control, 0.398756, 16238, 0.239764
404, bandit, control, 0.403833, 26142, 0.240761
404, ab, test, 0.200890, 24262, 0.160540
404, bandit, test, 0.203023, 14358, 0.161816
405, ab, control, 0.398514, 16283, 0.239715
405, bandit, control, 0.403800, 26211, 0.240755
405, ab, test, 0.200765, 24317, 0.160465
405, bandit, test, 0.203072, 14389, 0.161845
406, ab, control, 0.398664, 16317, 0.239746
406, bandit, control, 0.403684, 26273, 0.240732
406, ab, test, 0.201001, 24383, 0.160606
406, bandit, test, 0.203299, 14427, 0.161980
407, ab, control, 0.398741, 16359, 0.239761
407, bandit, control, 0.403584, 26339, 0.240713
407, ab, test, 0.200974, 24441, 0.160590
407, bandit, test, 0.203236, 14461, 0.161942
408, ab, control, 0.398902, 16400, 0.239794
408, bandit, control, 0.403303, 26402, 0.240659
408, ab, test, 0.201061, 24500, 0.160642
408, bandit, test, 0.203131, 14498, 0.161880
409, ab, control, 0.399295, 16444, 0.239873
409, bandit, control, 0.403136, 26465, 0.240626
409, ab, test, 0.201173, 24556, 0.160709
409, bandit, test, 0.203165, 14535, 0.161900
410, ab, control, 0.399199, 16478, 0.239854
410, bandit, control, 0.403016, 26525, 0.240603
410, ab, test, 0.201243, 24622, 0.160751
410, bandit, test, 0.203156, 14575, 0.161895
411, ab, control, 0.399007, 16511, 0.239815
411, bandit, control, 0.403152, 26583, 0.240630
411, ab, test, 0.201183, 24689, 0.160715
411, bandit, test, 0.203325, 14617, 0.161995
412, ab, control, 0.399069, 16546, 0.239827
412, bandit, control, 0.403153, 26640, 0.240630
412, ab, test, 0.201301, 24754, 0.160785
412, bandit, test, 0.203206, 14660, 0.161924
413, ab, control, 0.398842, 16583, 0.239782
413, bandit, control, 0.403116, 26702, 0.240622
413, ab, test, 0.201394, 24817, 0.160841
413, bandit, test, 0.203293, 14698, 0.161976
414, ab, control, 0.398857, 16625, 0.239785
414, bandit, control, 0.403153, 26769, 0.240630
414, ab, test, 0.201407, 24875, 0.160849
414, bandit, test, 0.202905, 14731, 0.161746
415, ab, control, 0.398680, 16670, 0.239749
415, bandit, control, 0.403093, 26835, 0.240618
415, ab, test, 0.201484, 24930, 0.160895
415, bandit, test, 0.203183, 14765, 0.161911
416, ab, control, 0.399030, 16703, 0.239819
416, bandit, control, 0.402997, 26896, 0.240599
416, ab, test, 0.201544, 24997, 0.160931
416, bandit, test, 0.202986, 14804, 0.161793
417, ab, control, 0.398805, 16740, 0.239774
417, bandit, control, 0.403108, 26963, 0.240621
417, ab, test, 0.201397, 25060, 0.160842
417, bandit, test, 0.202602, 14837, 0.161565
418, ab, control, 0.398987, 16775, 0.239811
418, bandit, control, 0.403078, 27027, 0.240615
418, ab, test, 0.201433, 25125, 0.160864
418, bandit, test, 0.202851, 14873, 0.161713
419, ab, control, 0.399322, 16816, 0.239878
419, bandit, control, 0.403071, 27092, 0.240614
419, ab, test, 0.201437, 25184, 0.160867
419, bandit, test, 0.202777, 14908, 0.161669
420, ab, control, 0.399288, 16860, 0.239871
420, bandit, control, 0.403070, 27164, 0.240613
420, ab, test, 0.201466, 25240, 0.160884
420, bandit, test, 0.202866, 14936, 0.161722
421, ab, control, 0.399148, 16911, 0.239843
421, bandit, control, 0.403136, 27234, 0.240626
421, ab, test, 0.201392, 25289, 0.160840
421, bandit, test, 0.203127, 14966, 0.161877
422, ab, control, 0.398997, 16950, 0.239813
422, bandit, control, 0.403033, 27298, 0.240606
422, ab, test, 0.201460, 25350, 0.160880
422, bandit, test, 0.203240, 15002, 0.161944
423, ab, control, 0.398858, 16991, 0.239784
423, bandit, control, 0.402705, 27355, 0.240543
423, ab, test, 0.201346, 25409, 0.160812
423, bandit, test, 0.203323, 15045, 0.161994
424, ab, control, 0.398837, 17027, 0.239780
424, bandit, control, 0.402786, 27419, 0.240558
424, ab, test, 0.201311, 25473, 0.160791
424, bandit, test, 0.203368, 15081, 0.162020
425, ab, control, 0.398677, 17079, 0.239748
425, bandit, control, 0.402903, 27488, 0.240581
425, ab, test, 0.201364, 25521, 0.160823
425, bandit, test, 0.203282, 15112, 0.161969
426, ab, control, 0.398552, 17122, 0.239722
426, bandit, control, 0.402910, 27557, 0.240582
426, ab, test, 0.201267, 25578, 0.160765
426, bandit, test, 0.203262, 15143, 0.161957
427, ab, control, 0.398229, 17161, 0.239657
427, bandit, control, 0.403200, 27624, 0.240638
427, ab, test, 0.201295, 25639, 0.160782
427, bandit, test, 0.203281, 15176, 0.161969
428, ab, control, 0.398198, 17200, 0.239650
428, bandit, control, 0.403338, 27684, 0.240665
428, ab, test, 0.201206, 25700, 0.160729
428, bandit, test, 0.203470, 15216, 0.162081
429, ab, control, 0.398527, 17241, 0.239717
429, bandit, control, 0.403373, 27751, 0.240672
429, ab, test, 0.201095, 25759, 0.160662
429, bandit, test, 0.203554, 15249, 0.162131
430, ab, control, 0.398461, 17284, 0.239704
430, bandit, control, 0.403451, 27820, 0.240687
430, ab, test, 0.200999, 25816, 0.160605
430, bandit, test, 0.203403, 15280, 0.162041
431, ab, control, 0.398499, 17325, 0.239711
431, bandit, control, 0.403558, 27882, 0.240708
431, ab, test, 0.200850, 25875, 0.160516
431, bandit, test, 0.203029, 15318, 0.161819
432, ab, control, 0.398388, 17370, 0.239689
432, bandit, control, 0.403735, 27949, 0.240742
432, ab, test, 0.200771, 25930, 0.160468
432, bandit, test, 0.203114, 15351, 0.161869
433, ab, control, 0.398415, 17414, 0.239694
433, bandit, control, 0.403748, 28015, 0.240744
433, ab, test, 0.200877, 25986, 0.160532
433, bandit, test, 0.202990, 15385, 0.161796
434, ab, control, 0.398315, 17451, 0.239674
434, bandit, control, 0.403882, 28080, 0.240770
434, ab, test, 0.200814, 26049, 0.160494
434, bandit, test, 0.202918, 15420, 0.161753
435, ab, control, 0.398170, 17490, 0.239644
435, bandit, control, 0.403787, 28151, 0.240752
435, ab, test, 0.200804, 26110, 0.160488
435, bandit, test, 0.202861, 15449, 0.161719
436, ab, control, 0.397946, 17530, 0.239599
436, bandit, control, 0.404040, 28215, 0.240800
436, ab, test, 0.200764, 26170, 0.160464
436, bandit, test, 0.202841, 15485, 0.161707
437, ab, control, 0.398054, 17573, 0.239621
437, bandit, control, 0.403875, 28281, 0.240769
437, ab, test, 0.200747, 26227, 0.160454
437, bandit, test, 0.203106, 15519, 0.161864
438, ab, control, 0.398137, 17607, 0.239638
438, bandit, control, 0.403867, 28341, 0.240767
438, ab, test, 0.200700, 26293, 0.160425
438, bandit, test, 0.203162, 15559, 0.161898
439, ab, control, 0.397848, 17655, 0.239578
439, bandit, control, 0.403836, 28415, 0.240761
439, ab, test, 0.200797, 26345, 0.160484
439, bandit, test, 0.203208, 15585, 0.161925
440, ab, control, 0.397660, 17696, 0.239540
440, bandit, control, 0.403807, 28474, 0.240755
440, ab, test, 0.200727, 26404, 0.160442
440, bandit, test, 0.203379, 15626, 0.162026
441, ab, control, 0.397925, 17732, 0.239594
441, bandit, control, 0.403728, 28539, 0.240740
441, ab, test, 0.200620, 26468, 0.160377
441, bandit, test, 0.203371, 15661, 0.162022
442, ab, control, 0.397997, 17769, 0.239609
