Batch, Algorithm, Group, Mean, Samples, Variance
739, bandit, control, 0.402776, 47406, 0.240553
739, ab, test, 0.199685, 44455, 0.159815
739, bandit, test, 0.203129, 26594, 0.161873
740, ab, control, 0.393883, 29590, 0.238747
740, bandit, control, 0.402802, 47470, 0.240558
740, ab, test, 0.199730, 44510, 0.159842
740, bandit, test, 0.203004, 26630, 0.161800
741, ab, control, 0.393845, 29636, 0.238739
741, bandit, control, 0.402781, 47532, 0.240554
741, ab, test, 0.199713, 44564, 0.159831
741, bandit, test, 0.202977, 26668, 0.161784
742, ab, control, 0.393825, 29668, 0.238735
742, bandit, control, 0.402669, 47590, 0.240532
742, ab, test, 0.199700, 44632, 0.159823
742, bandit, test, 0.202883, 26710, 0.161727
743, ab, control, 0.393759, 29706, 0.238721
743, bandit, control, 0.402829, 47643, 0.240563
743, ab, test, 0.199781, 44694, 0.159872
743, bandit, test, 0.202713, 26757, 0.161627
744, ab, control, 0.393768, 29751, 0.238723
744, bandit, control, 0.402888, 47708, 0.240574
744, ab, test, 0.199848, 44749, 0.159912
744, bandit, test, 0.202747, 26792, 0.161647
745, ab, control, 0.393810, 29791, 0.238732
745, bandit, control, 0.402893, 47772, 0.240575
745, ab, test, 0.199915, 44809, 0.159953
745, bandit, test, 0.202810, 26828, 0.161684
746, ab, control, 0.393825, 29828, 0.238735
746, bandit, control, 0.402839, 47833, 0.240565
746, ab, test, 0.199880, 44872, 0.159931
746, bandit, test, 0.202777, 26867, 0.161664
747, ab, control, 0.393773, 29870, 0.238724
747, bandit, control, 0.402935, 47906, 0.240583
747, ab, test, 0.199844, 44930, 0.159910
747, bandit, test, 0.202722, 26894, 0.161632
748, ab, control, 0.393707, 29908, 0.238710
748, bandit, control, 0.403090, 47967, 0.240613
748, ab, test, 0.199702, 44992, 0.159825
748, bandit, test, 0.202762, 26933, 0.161656
749, ab, control, 0.393783, 29948, 0.238726
749, bandit, control, 0.403069, 48034, 0.240609
749, ab, test, 0.199592, 45052, 0.159758
749, bandit, test, 0.202774, 26966, 0.161663
750, ab, control, 0.393832, 29995, 0.238736
750, bandit, control, 0.403027, 48101, 0.240601
750, ab, test, 0.199623, 45105, 0.159777
750, bandit, test, 0.202785, 26999, 0.161669
751, ab, control, 0.393987, 30034, 0.238769
751, bandit, control, 0.402989, 48170, 0.240594
751, ab, test, 0.199553, 45166, 0.159735
751, bandit, test, 0.202849, 27030, 0.161707
752, ab, control, 0.394035, 30076, 0.238779
752, bandit, control, 0.402960, 48238, 0.240588
752, ab, test, 0.199518, 45224, 0.159714
752, bandit, test, 0.202757, 27062, 0.161652
753, ab, control, 0.394088, 30110, 0.238791
753, bandit, control, 0.402978, 48293, 0.240592
753, ab, test, 0.199558, 45290, 0.159738
753, bandit, test, 0.202789, 27107, 0.161672
754, ab, control, 0.394117, 30156, 0.238797
754, bandit, control, 0.403019, 48360, 0.240600
754, ab, test, 0.199585, 45344, 0.159755
754, bandit, test, 0.202763, 27140, 0.161656
755, ab, control, 0.394072, 30195, 0.238787
755, bandit, control, 0.402961, 48424, 0.240588
755, ab, test, 0.199692, 45405, 0.159818
755, bandit, test, 0.202826, 27176, 0.161694
756, ab, control, 0.394105, 30228, 0.238794
756, bandit, control, 0.402921, 48481, 0.240581
756, ab, test, 0.199639, 45472, 0.159787
756, bandit, test, 0.202873, 27219, 0.161721
757, ab, control, 0.394040, 30266, 0.238780
757, bandit, control, 0.402826, 48547, 0.240562
757, ab, test, 0.199741, 45534, 0.159848
757, bandit, test, 0.202987, 27253, 0.161789
758, ab, control, 0.393987, 30303, 0.238769
758, bandit, control, 0.402789, 48616, 0.240555
758, ab, test, 0.199772, 45597, 0.159867
758, bandit, test, 0.202939, 27284, 0.161761
759, ab, control, 0.393981, 30339, 0.238768
759, bandit, control, 0.402888, 48681, 0.240574
759, ab, test, 0.199799, 45661, 0.159883
759, bandit, test, 0.202899, 27319, 0.161737
760, ab, control, 0.393819, 30382, 0.238733
760, bandit, control, 0.402954, 48750, 0.240587
760, ab, test, 0.199659, 45718, 0.159799
760, bandit, test, 0.202852, 27350, 0.161709
761, ab, control, 0.393926, 30427, 0.238756
761, bandit, control, 0.402831, 48817, 0.240563
761, ab, test, 0.199703, 45773, 0.159825
761, bandit, test, 0.202827, 27383, 0.161694
762, ab, control, 0.393869, 30467, 0.238744
762, bandit, control, 0.402827, 48882, 0.240562
762, ab, test, 0.199747, 45833, 0.159852
762, bandit, test, 0.202896, 27418, 0.161735
763, ab, control, 0.393941, 30502, 0.238759
763, bandit, control, 0.402718, 48940, 0.240541
763, ab, test, 0.199617, 45898, 0.159773
763, bandit, test, 0.202695, 27460, 0.161616
764, ab, control, 0.393949, 30542, 0.238761
764, bandit, control, 0.402702, 49009, 0.240538
764, ab, test, 0.199704, 45958, 0.159826
764, bandit, test, 0.202830, 27491, 0.161696
765, ab, control, 0.393715, 30583, 0.238711
765, bandit, control, 0.402682, 49076, 0.240534
765, ab, test, 0.199644, 46017, 0.159790
765, bandit, test, 0.202877, 27524, 0.161724
766, ab, control, 0.393686, 30631, 0.238705
766, bandit, control, 0.402621, 49148, 0.240522
766, ab, test, 0.199657, 46069, 0.159798
766, bandit, test, 0.202853, 27552, 0.161709
767, ab, control, 0.393661, 30666, 0.238700
767, bandit, control, 0.402504, 49207, 0.240499
767, ab, test, 0.199614, 46134, 0.159772
767, bandit, test, 0.202769, 27593, 0.161659
768, ab, control, 0.393736, 30716, 0.238716
768, bandit, control, 0.402533, 49273, 0.240505
768, ab, test, 0.199550, 46184, 0.159733
768, bandit, test, 0.202664, 27627, 0.161597
769, ab, control, 0.393797, 30757, 0.238729
769, bandit, control, 0.402522, 49334, 0.240503
769, ab, test, 0.199425, 46243, 0.159658
769, bandit, test, 0.202776, 27666, 0.161664
770, ab, control, 0.393778, 30794, 0.238725
770, bandit, control, 0.402543, 49396, 0.240507
770, ab, test, 0.199477, 46306, 0.159690
770, bandit, test, 0.202787, 27704, 0.161670
771, ab, control, 0.393800, 30838, 0.238729
771, bandit, control, 0.402580, 49461, 0.240514
771, ab, test, 0.199409, 46362, 0.159648
771, bandit, test, 0.202747, 27739, 0.161647
772, ab, control, 0.393831, 30866, 0.238736
772, bandit, control, 0.402622, 49513, 0.240522
772, ab, test, 0.199294, 46434, 0.159579
772, bandit, test, 0.202685, 27787, 0.161609
773, ab, control, 0.393834, 30909, 0.238736
773, bandit, control, 0.402650, 49584, 0.240528
773, ab, test, 0.199243, 46491, 0.159549
773, bandit, test, 0.202833, 27816, 0.161698
774, ab, control, 0.393932, 30947, 0.238757
774, bandit, control, 0.402751, 49651, 0.240548
774, ab, test, 0.199171, 46553, 0.159505
774, bandit, test, 0.202844, 27849, 0.161704
775, ab, control, 0.393983, 30981, 0.238768
775, bandit, control, 0.402756, 49715, 0.240548
775, ab, test, 0.199275, 46619, 0.159568
775, bandit, test, 0.202725, 27885, 0.161634
776, ab, control, 0.394023, 31021, 0.238777
776, bandit, control, 0.402804, 49786, 0.240558
776, ab, test, 0.199169, 46679, 0.159504
776, bandit, test, 0.202766, 27914, 0.161658
777, ab, control, 0.393923, 31067, 0.238755
777, bandit, control, 0.402980, 49861, 0.240592
777, ab, test, 0.199260, 46733, 0.159559
777, bandit, test, 0.202906, 27939, 0.161741
778, ab, control, 0.393829, 31115, 0.238735
778, bandit, control, 0.402988, 49927, 0.240594
778, ab, test, 0.199252, 46785, 0.159554
778, bandit, test, 0.202981, 27973, 0.161786
779, ab, control, 0.393811, 31152, 0.238732
779, bandit, control, 0.403056, 49993, 0.240607
779, ab, test, 0.199133, 46848, 0.159483
779, bandit, test, 0.203092, 28007, 0.161851
780, ab, control, 0.393895, 31186, 0.238749
780, bandit, control, 0.403024, 50059, 0.240601
780, ab, test, 0.199130, 46914, 0.159481
780, bandit, test, 0.203131, 28041, 0.161875
781, ab, control, 0.393852, 31230, 0.238740
781, bandit, control, 0.402956, 50127, 0.240587
781, ab, test, 0.199170, 46970, 0.159505
781, bandit, test, 0.203220, 28073, 0.161928
782, ab, control, 0.393867, 31272, 0.238743
782, bandit, control, 0.403016, 50194, 0.240599
782, ab, test, 0.199158, 47028, 0.159497
782, bandit, test, 0.203337, 28106, 0.161997
783, ab, control, 0.393831, 31318, 0.238736
783, bandit, control, 0.402996, 50261, 0.240595
783, ab, test, 0.199078, 47082, 0.159449
783, bandit, test, 0.203277, 28139, 0.161961
784, ab, control, 0.393865, 31361, 0.238743
784, bandit, control, 0.403020, 50330, 0.240600
784, ab, test, 0.199092, 47139, 0.159458
784, bandit, test, 0.203266, 28170, 0.161955
785, ab, control, 0.393954, 31392, 0.238762
785, bandit, control, 0.403116, 50385, 0.240618
785, ab, test, 0.199225, 47208, 0.159538
785, bandit, test, 0.203296, 28215, 0.161973
786, ab, control, 0.393917, 31433, 0.238754
786, bandit, control, 0.403167, 50453, 0.240628
786, ab, test, 0.199061, 47267, 0.159439
786, bandit, test, 0.203349, 28247, 0.162004
787, ab, control, 0.393931, 31470, 0.238757
787, bandit, control, 0.403108, 50520, 0.240617
787, ab, test, 0.199091, 47330, 0.159457
787, bandit, test, 0.203324, 28280, 0.161989
788, ab, control, 0.393887, 31509, 0.238748
788, bandit, control, 0.403131, 50584, 0.240621
788, ab, test, 0.199131, 47391, 0.159481
788, bandit, test, 0.203277, 28316, 0.161961
789, ab, control, 0.393996, 31546, 0.238771
789, bandit, control, 0.403230, 50646, 0.240640
789, ab, test, 0.199098, 47454, 0.159461
789, bandit, test, 0.203181, 28354, 0.161904
790, ab, control, 0.394125, 31594, 0.238798
790, bandit, control, 0.403258, 50712, 0.240646
790, ab, test, 0.198985, 47506, 0.159394
790, bandit, test, 0.203114, 28388, 0.161864
791, ab, control, 0.394190, 31637, 0.238812
791, bandit, control, 0.403431, 50777, 0.240679
791, ab, test, 0.198999, 47563, 0.159402
791, bandit, test, 0.203110, 28423, 0.161862
792, ab, control, 0.394111, 31684, 0.238795
792, bandit, control, 0.403450, 50844, 0.240683
792, ab, test, 0.198904, 47616, 0.159344
792, bandit, test, 0.203226, 28456, 0.161931
793, ab, control, 0.394239, 31732, 0.238822
793, bandit, control, 0.403484, 50914, 0.240689
793, ab, test, 0.198897, 47668, 0.159340
793, bandit, test, 0.203258, 28486, 0.161950
794, ab, control, 0.394158, 31769, 0.238805
794, bandit, control, 0.403413, 50975, 0.240676
794, ab, test, 0.198885, 47731, 0.159333
794, bandit, test, 0.203401, 28525, 0.162034
795, ab, control, 0.394329, 31811, 0.238841
795, bandit, control, 0.403523, 51038, 0.240697
795, ab, test, 0.198791, 47789, 0.159276
795, bandit, test, 0.203452, 28562, 0.162065
796, ab, control, 0.394381, 31855, 0.238852
796, bandit, control, 0.403287, 51105, 0.240651
796, ab, test, 0.198725, 47845, 0.159237
796, bandit, test, 0.203497, 28595, 0.162092
797, ab, control, 0.394356, 31890, 0.238847
797, bandit, control, 0.403283, 51165, 0.240651
797, ab, test, 0.198810, 47910, 0.159288
797, bandit, test, 0.203597, 28635, 0.162151
798, ab, control, 0.394344, 31929, 0.238844
798, bandit, control, 0.403377, 51230, 0.240669
798, ab, test, 0.198724, 47971, 0.159236
798, bandit, test, 0.203488, 28670, 0.162086
799, ab, control, 0.394451, 31971, 0.238867
799, bandit, control, 0.403435, 51302, 0.240680
799, ab, test, 0.198672, 48029, 0.159205
799, bandit, test, 0.203568, 28698, 0.162134
800, ab, control, 0.394478, 32017, 0.238873
800, bandit, control, 0.403438, 51366, 0.240680
800, ab, test, 0.198760, 48083, 0.159258
800, bandit, test, 0.203452, 28734, 0.162065
801, ab, control, 0.394348, 32058, 0.238845
801, bandit, control, 0.403255, 51434, 0.240645
801, ab, test, 0.198766, 48142, 0.159261
801, bandit, test, 0.203435, 28766, 0.162055
802, ab, control, 0.394325, 32108, 0.238840
802, bandit, control, 0.403475, 51505, 0.240688
802, ab, test, 0.198684, 48192, 0.159212
802, bandit, test, 0.203403, 28795, 0.162036
803, ab, control, 0.394376, 32147, 0.238851
803, bandit, control, 0.403499, 51564, 0.240692
803, ab, test, 0.198723, 48253, 0.159236
803, bandit, test, 0.203461, 28836, 0.162070
804, ab, control, 0.394295, 32184, 0.238834
804, bandit, control, 0.403444, 51623, 0.240682
804, ab, test, 0.198837, 48316, 0.159304
804, bandit, test, 0.203380, 28877, 0.162022
805, ab, control, 0.394259, 32225, 0.238826
805, bandit, control, 0.403556, 51688, 0.240703
805, ab, test, 0.198842, 48375, 0.159307
805, bandit, test, 0.203376, 28912, 0.162020
806, ab, control, 0.394092, 32264, 0.238791
806, bandit, control, 0.403605, 51756, 0.240713
806, ab, test, 0.198860, 48436, 0.159318
806, bandit, test, 0.203220, 28944, 0.161927
807, ab, control, 0.394142, 32298, 0.238801
807, bandit, control, 0.403543, 51816, 0.240701
807, ab, test, 0.198878, 48502, 0.159329
807, bandit, test, 0.203492, 28984, 0.162088
808, ab, control, 0.394082, 32341, 0.238789
808, bandit, control, 0.403504, 51883, 0.240693
808, ab, test, 0.198933, 48559, 0.159362
808, bandit, test, 0.203570, 29017, 0.162135
809, ab, control, 0.394027, 32381, 0.238777
809, bandit, control, 0.403600, 51945, 0.240712
809, ab, test, 0.198996, 48619, 0.159400
809, bandit, test, 0.203752, 29055, 0.162242
810, ab, control, 0.393997, 32419, 0.238771
810, bandit, control, 0.403596, 52005, 0.240711
810, ab, test, 0.198928, 48681, 0.159359
810, bandit, test, 0.203746, 29095, 0.162239
811, ab, control, 0.394022, 32455, 0.238776
811, bandit, control, 0.403615, 52067, 0.240714
811, ab, test, 0.198913, 48745, 0.159350
811, bandit, test, 0.203927, 29133, 0.162346
812, ab, control, 0.394079, 32496, 0.238788
812, bandit, control, 0.403652, 52139, 0.240722
812, ab, test, 0.198959, 48804, 0.159378
812, bandit, test, 0.204005, 29161, 0.162393
813, ab, control, 0.394165, 32527, 0.238806
813, bandit, control, 0.403732, 52198, 0.240737
813, ab, test, 0.198944, 48873, 0.159369
813, bandit, test, 0.204130, 29202, 0.162466
814, ab, control, 0.394307, 32566, 0.238836
814, bandit, control, 0.403693, 52260, 0.240730
814, ab, test, 0.198839, 48934, 0.159305
814, bandit, test, 0.204070, 29240, 0.162431
815, ab, control, 0.394257, 32598, 0.238826
815, bandit, control, 0.403536, 52320, 0.240699
815, ab, test, 0.198747, 49002, 0.159250
815, bandit, test, 0.203928, 29280, 0.162347
816, ab, control, 0.394370, 32647, 0.238850
816, bandit, control, 0.403573, 52392, 0.240706
816, ab, test, 0.198703, 49053, 0.159224
816, bandit, test, 0.203903, 29308, 0.162332
817, ab, control, 0.394512, 32691, 0.238880
817, bandit, control, 0.403584, 52455, 0.240709
817, ab, test, 0.198864, 49109, 0.159320
817, bandit, test, 0.203817, 29345, 0.162281
818, ab, control, 0.394476, 32732, 0.238872
818, bandit, control, 0.403594, 52528, 0.240711
818, ab, test, 0.198930, 49168, 0.159360
818, bandit, test, 0.203800, 29372, 0.162271
819, ab, control, 0.394478, 32780, 0.238872
819, bandit, control, 0.403548, 52596, 0.240702
819, ab, test, 0.198944, 49220, 0.159368
819, bandit, test, 0.203782, 29404, 0.162260
820, ab, control, 0.394630, 32813, 0.238904
820, bandit, control, 0.403544, 52656, 0.240701
820, ab, test, 0.198998, 49287, 0.159401
820, bandit, test, 0.203675, 29444, 0.162197
821, ab, control, 0.394690, 32846, 0.238917
821, bandit, control, 0.403509, 52715, 0.240694
821, ab, test, 0.198991, 49354, 0.159397
821, bandit, test, 0.203697, 29485, 0.162210
822, ab, control, 0.394570, 32889, 0.238892
822, bandit, control, 0.403472, 52772, 0.240687
822, ab, test, 0.199045, 49411, 0.159429
822, bandit, test, 0.203807, 29528, 0.162275
823, ab, control, 0.394484, 32924, 0.238874
823, bandit, control, 0.403506, 52827, 0.240693
823, ab, test, 0.199026, 49476, 0.159418
823, bandit, test, 0.203733, 29573, 0.162231
824, ab, control, 0.394437, 32966, 0.238864
824, bandit, control, 0.403573, 52890, 0.240706
824, ab, test, 0.198954, 49534, 0.159375
824, bandit, test, 0.203850, 29610, 0.162301
825, ab, control, 0.394372, 33012, 0.238850
825, bandit, control, 0.403535, 52962, 0.240699
825, ab, test, 0.198919, 49588, 0.159354
825, bandit, test, 0.203860, 29638, 0.162307
826, ab, control, 0.394425, 33043, 0.238861
826, bandit, control, 0.403572, 53019, 0.240706
826, ab, test, 0.198965, 49657, 0.159381
826, bandit, test, 0.203901, 29681, 0.162331
827, ab, control, 0.394383, 33077, 0.238852
827, bandit, control, 0.403561, 53080, 0.240704
827, ab, test, 0.199002, 49723, 0.159404
827, bandit, test, 0.203802, 29720, 0.162272
828, ab, control, 0.394572, 33122, 0.238892
828, bandit, control, 0.403541, 53147, 0.240700
828, ab, test, 0.199004, 49778, 0.159404
828, bandit, test, 0.203677, 29753, 0.162198
829, ab, control, 0.394500, 33161, 0.238877
829, bandit, control, 0.403609, 53205, 0.240713
829, ab, test, 0.199081, 49839, 0.159451
829, bandit, test, 0.203692, 29795, 0.162207
830, ab, control, 0.394519, 33205, 0.238881
830, bandit, control, 0.403578, 53266, 0.240707
830, ab, test, 0.199118, 49895, 0.159473
830, bandit, test, 0.203694, 29834, 0.162208
831, ab, control, 0.394670, 33248, 0.238913
831, bandit, control, 0.403555, 53336, 0.240703
831, ab, test, 0.199151, 49952, 0.159493
831, bandit, test, 0.203690, 29864, 0.162206
832, ab, control, 0.394772, 33280, 0.238934
832, bandit, control, 0.403416, 53394, 0.240676
832, ab, test, 0.199000, 50020, 0.159402
832, bandit, test, 0.203672, 29906, 0.162195
833, ab, control, 0.394849, 33314, 0.238950
833, bandit, control, 0.403371, 53452, 0.240667
833, ab, test, 0.198958, 50086, 0.159377
833, bandit, test, 0.203586, 29948, 0.162144
834, ab, control, 0.394824, 33349, 0.238945
834, bandit, control, 0.403371, 53509, 0.240667
834, ab, test, 0.198919, 50151, 0.159354
834, bandit, test, 0.203594, 29991, 0.162149
835, ab, control, 0.394849, 33390, 0.238950
835, bandit, control, 0.403360, 53575, 0.240665
835, ab, test, 0.198905, 50210, 0.159345
835, bandit, test, 0.203730, 30025, 0.162230
836, ab, control, 0.394868, 33434, 0.238954
836, bandit, control, 0.403296, 53638, 0.240653
836, ab, test, 0.199001, 50266, 0.159403
836, bandit, test, 0.203679, 30062, 0.162199
837, ab, control, 0.394908, 33466, 0.238963
837, bandit, control, 0.403296, 53700, 0.240653
837, ab, test, 0.199030, 50334, 0.159421
837, bandit, test, 0.203754, 30100, 0.162244
838, ab, control, 0.394854, 33501, 0.238951
838, bandit, control, 0.403442, 53750, 0.240681
838, ab, test, 0.198952, 50399, 0.159373
838, bandit, test, 0.203715, 30150, 0.162220
839, ab, control, 0.394920, 33546, 0.238965
839, bandit, control, 0.403437, 53820, 0.240680
839, ab, test, 0.198934, 50454, 0.159362
839, bandit, test, 0.203645, 30180, 0.162179
840, ab, control, 0.394878, 33580, 0.238956
840, bandit, control, 0.403534, 53879, 0.240699
840, ab, test, 0.198990, 50520, 0.159396
840, bandit, test, 0.203733, 30221, 0.162231
841, ab, control, 0.394913, 33615, 0.238964
841, bandit, control, 0.403619, 53937, 0.240715
841, ab, test, 0.198913, 50585, 0.159350
841, bandit, test, 0.203648, 30263, 0.162181
842, ab, control, 0.395133, 33657, 0.239010
842, bandit, control, 0.403655, 54004, 0.240722
842, ab, test, 0.198922, 50643, 0.159355
842, bandit, test, 0.203690, 30296, 0.162206
843, ab, control, 0.395051, 33702, 0.238993
843, bandit, control, 0.403647, 54072, 0.240721
843, ab, test, 0.198903, 50698, 0.159344
843, bandit, test, 0.203673, 30328, 0.162196
844, ab, control, 0.394932, 33740, 0.238968
844, bandit, control, 0.403532, 54137, 0.240698
844, ab, test, 0.198838, 50760, 0.159304
844, bandit, test, 0.203669, 30363, 0.162193
845, ab, control, 0.394790, 33780, 0.238938
845, bandit, control, 0.403520, 54203, 0.240696
845, ab, test, 0.198819, 50820, 0.159293
845, bandit, test, 0.203737, 30397, 0.162234
846, ab, control, 0.394825, 33815, 0.238945
846, bandit, control, 0.403438, 54271, 0.240680
846, ab, test, 0.198782, 50885, 0.159271
846, bandit, test, 0.203687, 30429, 0.162204
847, ab, control, 0.394856, 33863, 0.238952
847, bandit, control, 0.403298, 54332, 0.240653
847, ab, test, 0.198775, 50937, 0.159267
847, bandit, test, 0.203623, 30468, 0.162166
848, ab, control, 0.394950, 33898, 0.238971
848, bandit, control, 0.403320, 54391, 0.240657
848, ab, test, 0.198777, 51002, 0.159268
848, bandit, test, 0.203514, 30509, 0.162101
849, ab, control, 0.394826, 33939, 0.238945
849, bandit, control, 0.403367, 54464, 0.240667
849, ab, test, 0.198782, 51061, 0.159271
849, bandit, test, 0.203432, 30536, 0.162053
850, ab, control, 0.394855, 33977, 0.238952
850, bandit, control, 0.403440, 54531, 0.240681
850, ab, test, 0.198815, 51123, 0.159290
850, bandit, test, 0.203278, 30569, 0.161961
851, ab, control, 0.394872, 34011, 0.238955
851, bandit, control, 0.403444, 54595, 0.240681
851, ab, test, 0.198910, 51189, 0.159348
851, bandit, test, 0.203169, 30605, 0.161897
852, ab, control, 0.394943, 34053, 0.238970
852, bandit, control, 0.403465, 54654, 0.240685
852, ab, test, 0.198860, 51247, 0.159318
852, bandit, test, 0.203126, 30646, 0.161871
853, ab, control, 0.394972, 34091, 0.238976
853, bandit, control, 0.403546, 54715, 0.240701
853, ab, test, 0.198815, 51309, 0.159291
853, bandit, test, 0.203129, 30685, 0.161873
854, ab, control, 0.395007, 34126, 0.238983
854, bandit, control, 0.403564, 54777, 0.240704
854, ab, test, 0.198875, 51374, 0.159327
854, bandit, test, 0.203105, 30723, 0.161859
855, ab, control, 0.394931, 34168, 0.238967
855, bandit, control, 0.403632, 54842, 0.240718
855, ab, test, 0.198845, 51432, 0.159309
855, bandit, test, 0.203134, 30758, 0.161876
856, ab, control, 0.394820, 34208, 0.238944
856, bandit, control, 0.403792, 54907, 0.240748
856, ab, test, 0.198749, 51492, 0.159251
856, bandit, test, 0.203163, 30793, 0.161893
857, ab, control, 0.394979, 34255, 0.238978
857, bandit, control, 0.403642, 54967, 0.240720
857, ab, test, 0.198720, 51545, 0.159233
857, bandit, test, 0.203159, 30833, 0.161891
858, ab, control, 0.394873, 34292, 0.238955
858, bandit, control, 0.403569, 55029, 0.240705
858, ab, test, 0.198768, 51608, 0.159262
858, bandit, test, 0.203168, 30871, 0.161896
859, ab, control, 0.394996, 34332, 0.238981
859, bandit, control, 0.403441, 55096, 0.240681
859, ab, test, 0.198808, 51668, 0.159286
859, bandit, test, 0.203145, 30904, 0.161882
860, ab, control, 0.395025, 34375, 0.238987
860, bandit, control, 0.403477, 55163, 0.240688
860, ab, test, 0.198879, 51725, 0.159329
860, bandit, test, 0.203187, 30937, 0.161907
861, ab, control, 0.395089, 34415, 0.239001
861, bandit, control, 0.403440, 55230, 0.240681
861, ab, test, 0.198861, 51785, 0.159318
861, bandit, test, 0.203164, 30970, 0.161894
862, ab, control, 0.395071, 34447, 0.238997
862, bandit, control, 0.403523, 55288, 0.240697
862, ab, test, 0.198889, 51853, 0.159335
862, bandit, test, 0.203147, 31012, 0.161884
863, ab, control, 0.395123, 34488, 0.239008
863, bandit, control, 0.403440, 55354, 0.240680
863, ab, test, 0.198875, 51912, 0.159327
863, bandit, test, 0.203118, 31046, 0.161866
864, ab, control, 0.395145, 34524, 0.239012
864, bandit, control, 0.403486, 55417, 0.240689
864, ab, test, 0.198919, 51976, 0.159353
864, bandit, test, 0.203230, 31083, 0.161933
865, ab, control, 0.395168, 34560, 0.239017
865, bandit, control, 0.403457, 55478, 0.240684
865, ab, test, 0.198943, 52040, 0.159368
865, bandit, test, 0.203265, 31122, 0.161953
866, ab, control, 0.395168, 34603, 0.239017
866, bandit, control, 0.403366, 55555, 0.240666
866, ab, test, 0.198879, 52097, 0.159329
866, bandit, test, 0.203211, 31145, 0.161921
867, ab, control, 0.395237, 34640, 0.239032
867, bandit, control, 0.403477, 55619, 0.240688
867, ab, test, 0.198831, 52160, 0.159300
867, bandit, test, 0.203393, 31181, 0.162030
868, ab, control, 0.395312, 34684, 0.239047
868, bandit, control, 0.403369, 55686, 0.240667
868, ab, test, 0.198866, 52216, 0.159322
868, bandit, test, 0.203338, 31214, 0.161997
869, ab, control, 0.395404, 34729, 0.239067
869, bandit, control, 0.403265, 55750, 0.240647
869, ab, test, 0.198829, 52271, 0.159299
869, bandit, test, 0.203328, 31250, 0.161991
870, ab, control, 0.395410, 34774, 0.239068
870, bandit, control, 0.403297, 55810, 0.240653
870, ab, test, 0.198850, 52326, 0.159311
870, bandit, test, 0.203388, 31290, 0.162026
871, ab, control, 0.395635, 34820, 0.239115
871, bandit, control, 0.403432, 55878, 0.240679
871, ab, test, 0.198855, 52380, 0.159314
871, bandit, test, 0.203371, 31322, 0.162017
872, ab, control, 0.395673, 34852, 0.239123
872, bandit, control, 0.403450, 55935, 0.240682
872, ab, test, 0.198883, 52448, 0.159331
872, bandit, test, 0.203475, 31365, 0.162078
873, ab, control, 0.395798, 34889, 0.239149
873, bandit, control, 0.403379, 55997, 0.240669
873, ab, test, 0.198949, 52511, 0.159371
873, bandit, test, 0.203579, 31403, 0.162140
874, ab, control, 0.395682, 34922, 0.239125
874, bandit, control, 0.403357, 56057, 0.240664
874, ab, test, 0.199057, 52578, 0.159436
874, bandit, test, 0.203670, 31443, 0.162194
875, ab, control, 0.395692, 34959, 0.239127
875, bandit, control, 0.403350, 56115, 0.240663
875, ab, test, 0.199141, 52641, 0.159487
875, bandit, test, 0.203589, 31485, 0.162146
876, ab, control, 0.395765, 34998, 0.239142
876, bandit, control, 0.403357, 56176, 0.240664
876, ab, test, 0.199158, 52702, 0.159497
876, bandit, test, 0.203686, 31524, 0.162203
877, ab, control, 0.395845, 35039, 0.239158
877, bandit, control, 0.403393, 56238, 0.240671
877, ab, test, 0.199162, 52761, 0.159500
877, bandit, test, 0.203599, 31562, 0.162152
878, ab, control, 0.395873, 35082, 0.239164
878, bandit, control, 0.403282, 56303, 0.240650
878, ab, test, 0.199193, 52818, 0.159518
878, bandit, test, 0.203627, 31597, 0.162168
879, ab, control, 0.395855, 35124, 0.239161
879, bandit, control, 0.403232, 56367, 0.240640
879, ab, test, 0.199183, 52876, 0.159512
879, bandit, test, 0.203616, 31633, 0.162162
880, ab, control, 0.395951, 35166, 0.239181
880, bandit, control, 0.403201, 56426, 0.240634
880, ab, test, 0.199154, 52934, 0.159494
880, bandit, test, 0.203511, 31674, 0.162099
881, ab, control, 0.395769, 35215, 0.239143
881, bandit, control, 0.403190, 56497, 0.240632
881, ab, test, 0.199170, 52985, 0.159504
881, bandit, test, 0.203577, 31703, 0.162138
882, ab, control, 0.395723, 35257, 0.239133
882, bandit, control, 0.403175, 56561, 0.240629
882, ab, test, 0.199197, 53043, 0.159520
882, bandit, test, 0.203567, 31739, 0.162132
883, ab, control, 0.395647, 35289, 0.239117
883, bandit, control, 0.403133, 56619, 0.240621
883, ab, test, 0.199224, 53111, 0.159537
883, bandit, test, 0.203581, 31781, 0.162141
884, ab, control, 0.395743, 35326, 0.239137
884, bandit, control, 0.403066, 56683, 0.240608
884, ab, test, 0.199195, 53174, 0.159519
884, bandit, test, 0.203633, 31817, 0.162172
885, ab, control, 0.395685, 35364, 0.239125
885, bandit, control, 0.403000, 56742, 0.240595
885, ab, test, 0.199151, 53236, 0.159493
885, bandit, test, 0.203528, 31858, 0.162110
886, ab, control, 0.395712, 35402, 0.239131
886, bandit, control, 0.402859, 56809, 0.240568
886, ab, test, 0.199201, 53298, 0.159523
886, bandit, test, 0.203443, 31891, 0.162059
887, ab, control, 0.395785, 35446, 0.239146
887, bandit, control, 0.402844, 56883, 0.240565
887, ab, test, 0.199142, 53354, 0.159487
